Facility #,Facility Name,Facility Name Overflow,Facility Street,Facility City,Facility State,Facility Zip Code,Facility County,Owner Name ,Owner Name Overflow,Business Type,Original Issuance Date,Last Renewal Date,Expiration Date,Georeference
7129005,BLEVINS MARINE,AND RV,1213 US HIGHWAY 11,GOUVERNEUR,NY,13642,STLA,GOUVERNEUR COLLISION,AND CAR WASH CTR INC,DLU,10/06/2021,08/01/2023,09/30/2025,POINT (-75.48244099 44.324141804)
7125975,BLEVINS MARINE AND,RV,1213 US HWY 11,GOUVERNEUR,NY,13642,STLA,GOUVERNEUR COLLISION,& CAR WASH CNTER INC,DLB,02/18/2021,07/10/2023,07/31/2025,POINT (-75.48244099 44.324141804)
7033767,D&M AUTO SALES,,263 W MAIN ST,GOUVERNEUR,NY,13642,STLA,DOMENIC PISTOLESI,,DLU,03/21/1986,02/12/2024,02/28/2026,POINT (-75.476814879 44.329408121)
7099451,K&MS RACEWAY AUTO,SALES,3039 STATE HWY RT 58,GOUVERNEUR,NY,13642,STLA,KIMMY JO HART,,DLU,04/27/2005,04/06/2023,03/31/2025,POINT (-75.347846893 44.280429266)
7089803,M&D AUTO SALES,,PB336  992A US HWY11,GOUVERNEUR,NY,13642,STLA,MARCALENE E BLAIR,,DLU,04/24/2001,03/16/2017,03/31/2019,POINT (-75.495404174 44.313252563)
7101634,TEAM BLEVINS LLC,,1151 US HWY 11,GOUVERNEUR,NY,13642,STLA,DAVID BLEVINS,,DLN,04/25/2006,02/08/2024,03/31/2026,POINT (-75.485979092 44.321726082)
7075231,TRAPPS GARAGE,,1648 US HIGHWAY 11,GOUVERNEUR,NY,13642,STLA,MICHAEL TRAPP,,DLU,02/10/2017,04/25/2024,06/30/2026,POINT (-75.428417031 44.365810902)
7101470,WALTONS MOTORS,,4643 ST HWY 58 PB329,GOUVERNEUR,NY,13642,STLA,WALTONS AUTO CARE,LLC,DLU,04/05/2006,03/15/2024,03/31/2026,POINT (-75.468670603 44.326227817)
7081585,FOSKAL ENTERPRISE,,110 COUNTY LINE RD,GOVERNEUR,NY,13642,STLA,FRANK MOSKAL,,DLB,06/09/1998,04/13/2022,05/31/2024,POINT (-75.528729873 44.255832948)
7081585,FOSKAL ENTERPRISE,,110 COUNTY LINE RD,GOVERNEUR,NY,13642,STLA,FRANK MOSKAL,,DLU,06/09/1998,04/26/2024,05/31/2026,POINT (-75.528729873 44.255832948)
4450055,SPILMANS GARAGE,,4329 ST HWY 58,HAILESBORO,NY,13645,STLA,DAVID L SPILMAN SR,,DLU,01/05/1984,08/17/2023,08/31/2025,POINT (-75.452126737 44.308281534)
7129796,BRIGGS AUTO & MARINE,,POB28 131 PLSNT VALY,HAMMOND,NY,13646,STLA,WILLIAM PAUL BRIGGS,,DLU,04/20/2022,,03/31/2024,POINT (-75.6880623 44.4607063)
7034386,CHAPMANS SPORT SHOP,,2420 CO RT 6,HAMMOND,NY,13646,STLA,RICHARD S CHAPMAN,,DLB,04/24/1986,05/02/2024,03/31/2026,POINT (-75.649712335 44.480256058)
7034386,CHAPMANS SPORT SHOP,,2420 CO RT 6,HAMMOND,NY,13646,STLA,RICHARD S CHAPMAN,,YTB,04/24/1986,05/02/2024,03/31/2026,POINT (-75.649712335 44.480256058)
7047738,HAYNES USED AUTO,,467 TURNER RD,HAMMOND,NY,13646,STLA,DENNIS A HAYNES,,DLU,04/27/1989,03/11/2019,03/31/2021,POINT (-75.566572154 44.465732274)
7092835,LAKESIDE TREASURES,,3675 CO RT6 BK LK RD,HAMMOND,NY,13646,STLA,BRIAN CAS BURLINGAME,,DLB,07/16/2002,06/20/2024,06/30/2026,POINT (-75.570931582 44.543195057)
7025784,MIDTOWN AUTO BODY,,1255 COUNTY RTE 3,HAMMOND,NY,13646,STLA,STEVE MARTIRE,,DLU,09/10/2007,04/08/2024,04/30/2026,POINT (-75.656178638 44.37920111)
7082859,RELIABLE AUTO SALES&,SERVICE,POB96 3788 CTY RTE 6,HAMMOND,NY,13646,STLA,JAY J CARTER,,DLU,10/15/1998,08/26/2024,09/30/2026,POINT (-75.563524242 44.548465933)
7097409,ROUTE 6 AUTO SALES,INC,3236 COUNTY RT 6,HAMMOND,NY,13646,STLA,JAMES T PHILLIPS,,DLU,06/01/2004,05/03/2022,05/31/2024,POINT (-75.596397899 44.519522425)
7107632,SCHERMERHORN HARBOR,LLC,71 SCHERMERHRN LD RD,HAMMOND,NY,13646,STLA,ROBERT T FOSTER,,DLU,07/06/2010,12/29/2022,12/31/2024,POINT (-75.790033022 44.412928296)
7107632,SCHERMERHORN HARBOR,LLC,71 SCHERMERHRN LD RD,HAMMOND,NY,13646,STLA,ROBERT T FOSTER,,DLB,01/27/2009,12/29/2022,12/31/2024,POINT (-75.790033022 44.412928296)
7059563,STEWARTS AUTO WORKS,LLC,403 TRIANGLE ROAD,HAMMOND,NY,13646,STLA,RUSSELL A STEWART,,DLU,11/26/1999,05/29/2018,05/31/2020,POINT (-75.746575788 44.430186676)
7081907,TURNER TRANSPORTATON,,3217 COUNTY RT 6,HAMMOND,NY,13646,STLA,GARY BRUCE TURNER,,DLU,07/02/1998,05/29/2024,06/30/2026,POINT (-75.597887363 44.51906075)
7128010,NORTH ROAD AUTO,,PB 66 66 NORTH RD,HELENA,NY,13649,STLA,MEGHAN M BETHEL,,DLU,03/31/2021,02/24/2023,02/28/2025,POINT (-74.721237058 44.92960232)
7053715,BROWNING SALES,,2501 COUNTY RT 17,HERMON,NY,13652,STLA,RALPH C BROWNING,,DLU,01/11/1991,01/27/2017,12/31/2018,POINT (-75.24905728 44.487367852)
7108576,SCOTT T SALES,,75 BELLEVILLE ROAD,HERMON,NY,13652,STLA,SCOTT TRESIDDER ETAL,,DLU,07/02/2009,06/09/2023,06/30/2025,POINT (-75.197979554 44.371718543)
7119892,RIVERSIDE AUTO,,57 WATER STREET,HEUVELTON,NY,13654,STLA,HEUVELTON TIN SHOP,INC,DLU,08/19/2015,06/07/2023,07/31/2025,POINT (-75.403076008 44.619898482)
7108879,WESTONS COLLISION,INC,118 STATE STREET,HEUVELTON,NY,13654,STLA,KEITH M WESTON,,DLU,06/17/2013,07/14/2023,07/31/2025,POINT (-75.404364977 44.615832337)
7108879,WESTONS COLLISION,INC,118 STATE STREET,HEUVELTON,NY,13654,STLA,KEITH M WESTON,,DLB,06/17/2013,07/14/2023,07/31/2025,POINT (-75.404364977 44.615832337)
7017147,SUES AUTO SALES,,11558 US HWY 11,LAWRENCEVILLE,NY,12949,STLA,SUZANNE LAMAY,,DLU,11/23/1981,02/05/2019,03/31/2021,POINT (-74.645886773 44.777413502)
7123024,AUTTUMNS AUTOMOTIVE,LLC,721 HALL RD,LISBON,NY,13658,STLA,ANTHONY FOTI,,DLU,10/17/2017,07/31/2023,09/30/2025,POINT (-75.318715086 44.726685185)
7112185,DALE A ROBINSON,,B133 9577 5 ML LN RD,LISBON,NY,13658,STLA,DALE A ROBINSON,,DLU,06/09/2011,05/12/2021,05/31/2023,POINT (-75.2989095 44.7313049)
7042344,MORGANS AUTO SALES,,COUNTY RT 28,LISBON,NY,13658,STLA,IRA E MORGAN,,DLU,02/16/1988,12/04/2023,01/31/2026,POINT (-75.289041828 44.77219231)
7023803,WAYNES USED CARS,,2500 STATE HWY 310,MADRID,NY,13660,STLA,WAYNE A TAILLON,,DLU,11/29/1983,04/15/2024,04/30/2026,POINT (-75.112479951 44.756859282)
7113517,BAXTERS ONE STOP,AUTOMOTIVE,PB392 347 E ORVIS ST,MASSENA,NY,13662,STLA,MICHAEL L BAXTER,ET AL,DLU,11/01/2013,12/13/2023,12/31/2025,POINT (-74.870543021 44.936275848)
7120787,BLEVINS AUTO AND,RECREATION CENTER,359 E ORVIS ST,MASSENA,NY,13662,STLA,BLEVINS MOTORS INC,,DLU,03/17/2016,01/25/2018,02/28/2020,POINT (-74.869374081 44.93802205)
7120787,BLEVINS AUTO AND,RECREATION CENTER,359 E ORVIS ST,MASSENA,NY,13662,STLA,BLEVINS MOTORS INC,,DLB,03/17/2016,01/25/2018,02/28/2020,POINT (-74.869374081 44.93802205)
7125291,BLEVINS SEAWAY,MARINE & RV,528 C R 42,MASSENA,NY,13662,STLA,BLEVINS SEAWAY,MOTORS INC,DLU,03/12/2019,04/04/2023,02/28/2025,POINT (-74.838398087 44.957662567)
7111275,BLEVINS SEAWAY,MOTORS INC,98 CENTER STREET,MASSENA,NY,13662,STLA,JOHN L BLEVINS,,DLN,11/17/2010,08/22/2022,10/31/2024,POINT (-74.887744866 44.934418627)
7125291,BLEVINS SEAWAY,MARINE & RV,528 C R 42,MASSENA,NY,13662,STLA,BLEVINS SEAWAY,MOTORS INC,DLB,03/12/2019,04/04/2023,02/28/2025,POINT (-74.838398087 44.957662567)
7081347,B&M AUTO REPAIR,,439 MAIN ST,MASSENA,NY,13662,STLA,MERLON J ROGERS,,DLU,02/19/2016,04/18/2024,04/30/2026,POINT (-74.888215258 44.917806953)
7101184,BOUTOT AUTO SALES,LLC,120 EAST ORVIS ST,MASSENA,NY,13662,STLA,STEVE J BOUTOT,,DLU,02/09/2006,01/17/2024,01/31/2026,POINT (-74.886579111 44.92949405)
7087913,BYLOWS AUTO SALES,,PB5301 14700 S HY 37,MASSENA,NY,13662,STLA,JAMES J BYLOW,,DLU,07/24/2000,06/15/2022,06/30/2024,POINT (-74.979080118 44.919142232)
7087279,CARNEYS SALES,,377 WILLARD RD,MASSENA,NY,13662,STLA,RODNEY KEITH CARNEY,,DLU,04/28/2000,03/25/2024,03/31/2026,POINT (-74.999761207 44.915588892)
7045976,EDGE OF TOWN AUTO,SALES INC,15039 STATE HWY 37,MASSENA,NY,13662,STLA,SYLVANUS P,SUPERNAULT,DLU,12/05/1988,11/03/2022,11/30/2024,POINT (-74.94691557 44.924389513)
7045976,EDGE OF TOWN AUTO,SALES INC,15039 STATE HWY 37,MASSENA,NY,13662,STLA,SYLVANUS P,SUPERNAULT,DLS,03/04/2019,,11/30/2020,POINT (-74.94691557 44.924389513)
4450054,FAY MOTORS INC,,10 WILLOW ST PO B327,MASSENA,NY,13662,STLA,GILL VISKOVICH,,DLN,12/30/1980,07/25/2023,08/31/2025,POINT (-74.883791709 44.93473911)
7006252,FRENCHIES CHEVROLET,INC,255 EAST ORVIS ST,MASSENA,NY,13662,STLA,REAL C COUPAL,,DLB,04/07/1997,05/22/2024,05/31/2026,POINT (-74.877891855 44.931954097)
7006252,FRENCHIES CHEVROLET,INC,255 EAST ORVIS ST,MASSENA,NY,13662,STLA,REAL C COUPAL,,DLN,09/07/1984,05/22/2024,05/31/2026,POINT (-74.877891855 44.931954097)
7111507,FRENCHIES FORD INC,,216 E ORVIS STREET,MASSENA,NY,13662,STLA,REAL C COUPAL,,DLN,12/27/2010,10/13/2022,11/30/2024,POINT (-74.881677038 44.931605284)
7106693,FRENCHIES SELECTS,,88 PARKER AVENUE,MASSENA,NY,13662,STLA,FRENCHIES CHEVROLET,INC,DLN,08/07/2008,09/24/2020,07/31/2022,POINT (-74.881435975 44.925017569)
7106693,FRENCHIES SELECTS,,88 PARKER AVENUE,MASSENA,NY,13662,STLA,FRENCHIES CHEVROLET,INC,DLB,08/07/2008,09/24/2020,07/31/2022,POINT (-74.881435975 44.925017569)
7125410,GREENS AUTO SALES &,SERVICE,6 ALCOA RD,MASSENA,NY,13662,STLA,BRUCE E GREEN,,DLU,04/11/2019,03/14/2023,03/31/2025,POINT (-74.869894262 44.938635773)
7056048,J&J 2 SALES,,2241 STATE HWY 420,MASSENA,NY,13662,STLA,JEFFREY M RUSH,,DLU,07/31/1991,06/13/2017,06/30/2019,POINT (-74.883233642 44.908835005)
7126386,JOHN KEARNS,,327 E ORVIS ST,MASSENA,NY,13662,STLA,JOHN KEARNS,,DLU,11/22/2019,09/19/2023,10/31/2025,POINT (-74.872791383 44.934859264)
7112907,LAYOS AUTO PARTS &,SERVICE,125 MAPLE STREET,MASSENA,NY,13662,STLA,LLOYD J LAYO,,DLU,09/24/2013,08/21/2023,09/30/2025,POINT (-74.901900727 44.935366244)
7076896,LOUISVILLE AUTO,SALES,14165 STATE HWY 37,MASSENA,NY,13662,STLA,GREGORY GARFIELD,NEAIL,DLU,01/06/1997,10/21/2022,12/31/2024,POINT (-75.029690971 44.908901306)
7050264,MASSENA AUTO MART,,POB127 1002N RACQUET,MASSENA,NY,13662,STLA,MARY E DUPEE,,DLU,01/18/1990,12/28/2017,12/31/2019,POINT (-74.888494 44.929329)
7119643,NNY TIRE & AUTO,CENTER INC,PBX223 543 S MAIN ST,MASSENA,NY,13662,STLA,SHAWN B THRANA,,DLU,07/07/2015,05/31/2019,06/30/2021,POINT (-74.885912246 44.913365801)
7080635,NORDIC TRAILERS,,9297 ST HWY 56,MASSENA,NY,13662,STLA,AMERICAN ASPHALT INC,,DLU,03/04/1998,04/24/2018,02/28/2020,POINT (-74.95191504 44.866325303)
7107922,O&B AUTO SALES&,SERVICE INC,15120 STATE HWY 37,MASSENA,NY,13662,STLA,SEAN S ONEIL,,DLU,03/16/2009,02/17/2017,02/28/2019,POINT (-74.939063822 44.92296614)
7097401,PERFECTION AUTO,BROKERS,PBX 5121 16 SH 37B,MASSENA,NY,13662,STLA,RANDAL L FREIMAN,,DLU,05/28/2004,03/06/2024,04/30/2026,POINT (-74.933592703 44.924129925)
7113465,POMAINVILLES,COLLISION,POB5300 166 SMALL RD,MASSENA,NY,13662,STLA,MICHAEL PAUL,POMAINVILLE,DLU,06/08/2015,11/29/2021,12/31/2023,POINT (-74.838512835 44.900990215)
4450273,ROUTE 37 AUTO BODY,,15128 STATE HWY 37,MASSENA,NY,13662,STLA,WILLIAM E ROBERTS,,DLU,06/28/2007,07/12/2023,08/31/2025,POINT (-74.938350187 44.922876747)
4450183,S&A AUTO SALES,,1898 STATE HWY 420,MASSENA,NY,13662,STLA,ALEX VARAKUTA,,DLU,12/23/1980,12/22/2017,12/31/2019,POINT (-74.879104632 44.885452052)
7086837,ST LAWRENCE,RECREATION,13445 STATE HWY 37,MASSENA,NY,13662,STLA,SHAUN PRENTICE,,DLB,03/03/2000,02/02/2024,02/28/2026,POINT (-75.098074561 44.896388298)
7086837,ST LAWRENCE,RECREATION,13445 STATE HWY 37,MASSENA,NY,13662,STLA,SHAUN PRENTICE,,DLU,03/19/2019,02/02/2024,02/28/2026,POINT (-75.098074561 44.896388298)
7106479,TIMEBUYER INC,,346 EAST ORVIS ST,MASSENA,NY,13662,STLA,ROBERT J NATOLI,,DLU,07/03/2008,06/22/2022,06/30/2024,POINT (-74.871687402 44.936686854)
7093433,VILLANOS AUTO SALES&,SERVICE,74 E HATFIELD ST,MASSENA,NY,13662,STLA,PATRICK D VILLANO,,DLU,10/11/2002,08/19/2020,09/30/2022,POINT (-74.884791754 44.919095167)
7038574,INTERNATIONAL VALLEY,DEVELOPMENT CORP,POBOX213 912 MAIN ST,MORRISTOWN,NY,13664,STLA,MAHLON T CLEMENTS,,YTB,04/08/1987,03/27/2017,03/31/2019,POINT (-75.641574262 44.579257902)
7038574,INTERNATIONAL VALLEY,DEVELOPMENT CORP,POBOX213 912 MAIN ST,MORRISTOWN,NY,13664,STLA,MAHLON T CLEMENTS,,DLB,04/08/1987,03/27/2017,03/31/2019,POINT (-75.641574262 44.579257902)
7033913,WRIGHTS SPORTING,GOODS & MARINE INC,511 MAIN ST POBX 3,MORRISTOWN,NY,13664,STLA,RANDOLPH R WRIGHT,,DLB,04/03/1986,01/24/2024,03/31/2026,POINT (-75.647669247 44.585494054)
7103778,BD MOTOR COMPANY,,11255 US HWY 11,N LAWRENCE,NY,12967,STLA,WILLIAM E DONALS SR,,DLB,04/04/2007,03/17/2017,03/31/2019,POINT (-74.673644647 44.776085604)
7068718,LAFLEURS AUTOBODY,INC,9410 STATE RTE 56,NORFOLK,NY,13667,STLA,KEVIN LAFLEUR,,DLU,11/07/1994,10/06/2022,10/31/2024,POINT (-74.942666532 44.871238943)
7119474,MDM AUTO,,PBX211 372 CTY RT 38,NORFOLK,NY,13667,STLA,MATTHEW TRIM ET AL,,DLU,05/15/2015,03/04/2023,04/30/2025,POINT (-75.006720282 44.800195105)
7126551,SHAWS AUTO SALES,,8405 STATE HWY 56,NORFOLK,NY,13667,STLA,SCOTT P GOOSHAW,,DLU,01/08/2020,12/20/2023,12/31/2025,POINT (-74.980973925 44.812866237)
7094522,VEHICLES UNLIMITED,,9326A HWY 56,NORFOLK,NY,13667,STLA,GARY J MCGREGOR,,DLU,04/03/2003,01/31/2023,03/31/2025,POINT (-74.9489714 44.867585187)
7059561,BOBS AUTO SERVICE,,7 NO MAIN ST,NORWOOD,NY,13668,STLA,ROBERT M MYERS,,DLU,07/31/2012,05/01/2018,05/31/2020,POINT (-74.994525032 44.751443399)
7102042,FIACCO & RILEY,CONSTRUCTION INC,PB240 283 CNTY RT 48,NORWOOD,NY,13668,STLA,GENE P FREGO,,DLU,06/14/2006,07/31/2018,05/31/2020,POINT (-74.970880521 44.748657213)
7020727,HOOPERS AUTOMOTIVE,,353 PLEASANT VLLY RD,NORWOOD,NY,13668,STLA,GARY A HOOPER,ETAL,DLU,04/25/1983,03/30/2017,05/31/2019,POINT (-74.958573121 44.722247219)
7034599,ABARS AUTO SALES,,7193 STATE HWY 68,OGDENSBURG,NY,13669,STLA,RANDY ALLEN ABAR,,DLU,05/07/1986,03/05/2024,04/30/2026,POINT (-75.457275573 44.687501087)
7129141,BILL RAPP CHEVROLET,OF OGDENSBURG,4835 STATE HIGHWY 68,OGDENSBURG,NY,13669,STLA,B&B OF OGD LLC,,DLN,11/22/2021,09/05/2023,10/31/2025,POINT (-75.373307176 44.667829599)
7074673,BILLS TIRE CENTER,,1000 PATTERSON ST,OGDENSBURG,NY,13669,STLA,WILLIAM D VIELHAUER,,DLU,05/21/1996,04/22/2024,04/30/2026,POINT (-75.478004355 44.693506763)
7132730,BILLS TOTAL SERVICE,LLC,1000 PATTERSON ST,OGDENSBURG,NY,13669,STLA,LISA VANDERWAL,,DLU,04/25/2024,,03/31/2026,POINT (-75.478004355 44.693506763)
7021530,BLEVINS BROS INC,,7444 STATE HWY 68,OGDENSBURG,NY,13669,STLA,DAVID ROY,BLEVINS,DLN,06/23/1983,05/17/2023,05/31/2025,POINT (-75.466412769 44.689522844)
7021530,BLEVINS BROS INC,,7444 STATE HWY 68,OGDENSBURG,NY,13669,STLA,DAVID ROY,BLEVINS,DLB,05/14/1986,05/11/2017,05/31/2019,POINT (-75.466412769 44.689522844)
7021530,BLEVINS BROS INC,,7444 STATE HWY 68,OGDENSBURG,NY,13669,STLA,DAVID ROY,BLEVINS,DLS,03/16/2004,04/04/2017,05/31/2019,POINT (-75.466412769 44.689522844)
7115091,BLEVINS BROS INC,,7384 STATE HWY 68,OGDENSBURG,NY,13669,STLA,DAVID R BLEVINS,,DLU,11/16/2012,09/26/2022,10/31/2024,POINT (-75.464140268 44.689119633)
7115091,BLEVINS BROS INC,,7384 STATE HWY 68,OGDENSBURG,NY,13669,STLA,DAVID R BLEVINS,,DLB,01/08/2013,09/26/2022,10/31/2024,POINT (-75.464140268 44.689119633)
7043160,DIAMOND AUTO INC,,703 MAIN ST,OGDENSBURG,NY,13669,STLA,J ROBERT LAYNG,,DLU,04/24/1990,02/05/2024,03/31/2026,POINT (-75.507059216 44.690023118)
7127769,FX CAPRARA FORD OF,OGDENSBURG,9890 NY 37,OGDENSBURG,NY,13669,STLA,FX CAPRARA OF,OGDENSBURG INC,DLN,12/30/2020,09/12/2022,11/30/2024,POINT (-75.374542417 44.764496286)
7077252,JACK SHERMAN,AFFORDABLE SALES,1114 CHAMPLAIN ST,OGDENSBURG,NY,13669,STLA,JOHN SHERMAN,,DLU,02/12/1997,01/13/2023,01/31/2025,POINT (-75.461563015 44.699403509)
7059444,JOHN J DOYLE BLDRS,INC,PBX387 7838 ST HWY68,OGDENSBURG,NY,13669,STLA,JOHN DOYLE,,DLU,07/02/1992,06/07/2022,06/30/2024,POINT (-75.513283785 44.684028632)
4450390,KIRBYS GARAGE,,5260 ST HWY 812,OGDENSBURG,NY,13669,STLA,GEORGE KIRBY,,DLU,11/19/1980,12/12/2022,12/31/2024,POINT (-75.441766873 44.649624901)
7100179,LATHAM AUTO LLC,,6100 COUNTY RT 6,OGDENSBURG,NY,13669,STLA,WAYNE A LATHAM JR,,DLB,08/09/2021,06/26/2023,07/31/2025,POINT (-75.491529226 44.681881398)
7100179,LATHAM AUTO LLC,,6100 COUNTY RT 6,OGDENSBURG,NY,13669,STLA,WAYNE A LATHAM JR,,DLU,08/22/2005,06/26/2023,07/31/2025,POINT (-75.491529226 44.681881398)
7129968,LIVEFAST MOTORS LLC,,120 CHIMNEY PT DR SB,OGDENSBURG,NY,13669,STLA,NOAH BURNS,,DLU,06/02/2022,,05/31/2024,POINT (-75.451109845 44.718122862)
7051508,MAPLE CITY AUTO,SALES INC,POBX217 3 FINE ST,OGDENSBURG,NY,13669,STLA,MICHAEL B SARKIN,,DLU,05/24/1990,03/17/2020,04/30/2022,POINT (-75.485575057 44.685764063)
7100318,MARK P BROUILLETTE,,9792 STATE HWY 37,OGDENSBURG,NY,13669,STLA,MARK P BROUILLETTE,,DLU,09/09/2005,07/16/2023,08/31/2025,POINT (-75.381179627 44.760520749)
4450145,MORT BACKUS & SONS,INC,4835 STATE HWY 68,OGDENSBURG,NY,13669,STLA,PAUL J BACKUS,,DLN,12/11/1980,06/21/2021,08/31/2023,POINT (-75.373307176 44.667829599)
7023422,NORTHERN AUTO,USED CARS,6442 STATE HWY 68,OGDENSBURG,NY,13669,STLA,DALE GONIO,,DLU,10/27/1983,05/13/2019,06/30/2021,POINT (-75.435974894 44.676072739)
7092458,NORTHERN EQUIPMENT,,7552 B ST HWY 68,OGDENSBURG,NY,13669,STLA,RICHARD M LEWIS ETAL,,DLU,05/09/2002,02/27/2024,04/30/2026,POINT (-75.469967032 44.689358433)
7091867,PARKWAY FORD INC,,9890 STATE HWY 37,OGDENSBURG,NY,13669,STLA,SCHIEL S WOOD,,DLB,03/04/2002,02/25/2020,02/28/2022,POINT (-75.374542417 44.764496286)
7091867,PARKWAY FORD INC,,9890 STATE HWY 37,OGDENSBURG,NY,13669,STLA,SCHIEL S WOOD,,DLN,03/04/2002,02/25/2020,02/28/2022,POINT (-75.374542417 44.764496286)
4450189,REGANS AUTOMOTIVE,INC,904 CHAMPLAIN ST,OGDENSBURG,NY,13669,STLA,DANIEL J REGAN,,DLU,12/29/1980,07/21/2023,08/31/2025,POINT (-75.462376799 44.701035011)
7077357,RISHES AUTO,,1111 PATERSON ST,OGDENSBURG,NY,13669,STLA,SEAWAY AUTO TECH INC,,DLU,03/12/1997,02/08/2023,02/28/2025,POINT (-75.477879381 44.69177305)
7077924,ST LAWRENCE LTD,,9575 STATE HWY 37,OGDENSBURG,NY,13669,STLA,JON TAYLER,,DLU,04/10/1997,03/08/2023,03/31/2025,POINT (-75.400146952 44.751703574)
7055254,WELLS USED CARS,,50 FINE STREET,OGDENSBURG,NY,13669,STLA,DAVID A WELLS,,DLU,05/14/1991,05/16/2019,04/30/2021,POINT (-75.487394852 44.685682088)
7122869,WILLS AUTO SALES &,SERVICE,5599 STATE HWY 812,OGDENSBURG,NY,13669,STLA,WILLIAM GAGNON,,DLU,09/14/2017,,08/31/2019,POINT (-75.465727884 44.663674773)
7054606,MDJ ENTERPRISE,,2233 WHITE HILL ROAD,PARISHVILLE,NY,13672,STLA,MICHAEL D JONES,,DLU,03/21/1991,03/01/2017,02/28/2019,POINT (-74.746286252 44.563025634)
7038942,AUTO CENTER OF NY,INC,PBX550 20 MADRID AVE,POTSDAM,NY,13676,STLA,RANDY LAVALLEY,,DLU,09/05/1991,05/05/2023,04/30/2025,POINT (-75.005795171 44.675016871)
4450036,BARSTOW MOTORS INC,,POBX729 154 MARKT ST,POTSDAM,NY,13676,STLA,JOHN M BARSTOW,,DLN,11/21/1980,06/29/2023,08/31/2025,POINT (-74.986504975 44.681009219)
4450104,BLEVINS MOTORS INC,,PB127 6683-91 STHY56,POTSDAM,NY,13676,STLA,BLEVINS MOTORS INC,,DLN,11/25/1980,06/09/2023,08/31/2025,POINT (-74.974529735 44.657982218)
4450104,BLEVINS MOTORS INC,,PB127 6683-91 STHY56,POTSDAM,NY,13676,STLA,BLEVINS MOTORS INC,,DLB,03/15/2016,06/09/2023,08/31/2025,POINT (-74.974529735 44.657982218)
4450104,BLEVINS MOTORS INC,,PB127 6683-91 STHY56,POTSDAM,NY,13676,STLA,BLEVINS MOTORS INC,,DLS,01/12/2004,07/31/2017,08/31/2019,POINT (-74.974529735 44.657982218)
7121271,B&M UNLIMITED,,6884 STATE HWY 56,POTSDAM,NY,13676,STLA,BARRY A WOODWARD JR,ETAL,DLU,07/25/2016,06/29/2022,06/30/2024,POINT (-74.986740423 44.708841496)
7099247,JEDS,,2011 STATE HWY 11B,POTSDAM,NY,13676,STLA,JED N ENGELS,,DLU,02/18/2010,03/01/2023,03/31/2025,POINT (-74.784908302 44.6869957)
7117799,LBL OUTFITTERS,,PBX5030 7289 US RT11,POTSDAM,NY,13676,STLA,GULF MANAGEMENT LLC,,DLU,05/20/2014,05/13/2020,04/30/2022,POINT (-75.040478135 44.655337307)
7060053,MAHONEYS AUTO MALL,INC,7513 USH 11,POTSDAM,NY,13676,STLA,CORNELIUS J MAHONEY,,DLU,08/13/1992,05/16/2024,07/31/2026,POINT (-75.026061143 44.665963421)
7040927,NORTH COUNTRY,COLLISION INC,6930 STATE HWY 56,POTSDAM,NY,13676,STLA,JOHN HART,,DLU,10/15/1987,09/11/2019,09/30/2021,POINT (-74.98662425 44.712457869)
7049697,NORTH END AUTO,REPAIR & SALVAGE INC,59 MAPLE ST,POTSDAM,NY,13676,STLA,LEON MARTIN JR,,DLU,11/02/1989,08/19/2019,10/31/2021,POINT (-74.99318334 44.667507021)
7058817,ROUTE 56 AUTO SALES,AND SERVICE,6920 STATE HWY 56,POTSDAM,NY,13676,STLA,FREDERICK J MAYER,,DLU,04/29/1992,03/28/2018,03/31/2020,POINT (-74.985203349 44.710539293)
7100933,R&R AUTOMOTIVE,GARAGE LLC,1145 STATE HWY 345,POTSDAM,NY,13676,STLA,ROSEMARY FORBES,,DLU,12/28/2005,09/19/2023,11/30/2025,POINT (-75.09406449 44.718984982)
4450014,SCOTTS AUTO CENTER,INC,PBX527 152 MARKET ST,POTSDAM,NY,13676,STLA,LAWRENCE A MARTIN,,DLU,11/21/1980,07/25/2023,08/31/2025,POINT (-74.986587956 44.680596285)
7103880,SHEEHAN EQUIPMENT,CORP,325 STATE HWY 11B,POTSDAM,NY,13676,STLA,JAMES E SHEEHAN,,DLU,04/20/2007,03/20/2023,03/31/2025,POINT (-74.945477571 44.670172047)
7126078,SKIPPYS AUTO &,TOWING LLC,6892 STATE HWY 56,POTSDAM,NY,13676,STLA,NATHAN A GONYOU,,DLU,09/04/2019,08/30/2023,08/31/2025,POINT (-74.986595081 44.709175725)
7066977,SKIPS AUTO REPAIR,,6892 STATE HWY 56,POTSDAM,NY,13676,STLA,ABRAHAM ALBERT,GONYOU JR,DLU,05/27/2011,05/23/2018,05/31/2020,POINT (-74.986595081 44.709175725)
7076834,SOVIES CYCLE SHOP,INC,590 AMES RD,POTSDAM,NY,13676,STLA,JOHN B SOVIE,,DLS,03/03/1998,11/07/2022,12/31/2024,POINT (-75.083963947 44.630900002)
7076834,SOVIES CYCLE SHOP,INC,590 AMES RD,POTSDAM,NY,13676,STLA,JOHN B SOVIE,,DLU,01/13/1997,12/21/2022,12/31/2024,POINT (-75.083963947 44.630900002)
7076834,SOVIES CYCLE SHOP,INC,590 AMES RD,POTSDAM,NY,13676,STLA,JOHN B SOVIE,,DLB,01/16/1997,12/21/2022,12/31/2024,POINT (-75.083963947 44.630900002)
